AD,48,6884,0,0,0,0,0,x,0,x,0,a,a,3,0,0,0,0,didnt score but decent defense. however gave 15 in pena
AS,53,6884,0,0,0,0,0,x,0,x,0,n,b,2,1,0,0,0,
AD,62,6884,0,0,0,0,0,x,0,p,0,n,b,1,0,0,0,0,bad
BE,70,6884,0,1,0,0,0,s,0,x,1,a,g,3,0,0,0,0,Note was stuck in intake
AD,76,6884,0,0,0,0,0,x,0,p,0,n,b,2,0,0,0,0,
TD,14,6918,0,0,0,0,0,f,0,o,0,a,x,3,0,0,0,0,delivered notes for ground pickup
AS,20,6918,0,0,0,0,0,x,0,x,0,n,x,2,0,0,0,0,Ferry bot no functionality
mj,27,6918,0,0,0,0,0,x,0,x,0,n,a,1,0,0,0,0,
HS,32,6918,0,0,0,0,0,x,0,x,0,a,g,1,0,0,0,0,passed notes from source to the subwoofer- no scoring
sc,43,6918,0,0,0,0,0,x,0,a,0,n,b,1,0,0,0,0,dingdong
sc,43,6918,0,0,0,0,0,x,0,a,0,n,b,1,0,0,0,0,dingdong
